gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
lời nói,1,W02048.mp4,Neutral / Unspecified,115.0,30.0
lợi ích,1,W02049.mp4,Neutral / Unspecified,117.0,30.0
lục giác,1,W02068.mp4,Neutral / Unspecified,106.0,30.0
lục địa,1,W02067.mp4,Neutral / Unspecified,137.0,30.0
lửa,1,W02076.mp4,Neutral / Unspecified,83.0,30.0
lựu,1,W02099.mp4,Neutral / Unspecified,121.0,30.0
lựu đạn,1,W02100.mp4,Neutral / Unspecified,109.0,30.0
m,1,D0504.mp4,Neutral / Unspecified,95.0,24.0
ma,1,W02104.mp4,Neutral / Unspecified,101.0,30.0
ma cao,1,D0006.mp4,Neutral / Unspecified,115.0,30.0
ma cà rồng,1,W02105.mp4,Neutral / Unspecified,133.0,30.0
ma quỷ,1,W02106.mp4,Neutral / Unspecified,99.0,30.0
ma sát,1,W02107.mp4,Neutral / Unspecified,101.0,30.0
ma túy,1,W02108.mp4,Neutral / Unspecified,117.0,30.0
may mắn,1,D0102.mp4,Neutral / Unspecified,150.0,30.0
mi-li-mét (mm),1,W02208.mp4,Neutral / Unspecified,111.0,30.0
minh hoạ,1,W02215.mp4,Neutral / Unspecified,112.0,30.0
miêu tả,1,W02214.mp4,Neutral / Unspecified,110.0,30.0
miến,1,D0394.mp4,Neutral / Unspecified,119.0,30.0
miền bắc việt nam,1,W02211.mp4,Neutral / Unspecified,112.0,30.0
miền nam việt nam,1,W02212.mp4,Neutral / Unspecified,120.0,30.0
mua bán,1,W02266.mp4,Neutral / Unspecified,114.0,30.0
mua vé,1,W02267.mp4,Neutral / Unspecified,105.0,30.0
mui xe,1,W02280.mp4,Neutral / Unspecified,135.0,30.0
muối,1,D0456.mp4,Neutral / Unspecified,122.0,30.0
muối i-ốt,1,W01725.mp4,Neutral / Unspecified,62.0,24.0
muộn,1,W02281.mp4,Neutral / Unspecified,108.0,30.0
màu cam,1,W02132.mp4,Neutral / Unspecified,94.0,30.0
màu nhiệm,1,W02138.mp4,Neutral / Unspecified,128.0,30.0
màu đen,1,W02133B.mp4,B (Miền Bắc / North),140.0,30.0
màu đỏ,1,W02134.mp4,Neutral / Unspecified,91.0,30.0
má,1,W02144.mp4,Neutral / Unspecified,114.0,30.0
má (giống: mẹ),1,W02110.mp4,Neutral / Unspecified,108.0,30.0
má hồng,1,D0200.mp4,Neutral / Unspecified,140.0,30.0
mái chèo,1,W02116.mp4,Neutral / Unspecified,122.0,30.0
mái hiên,1,W02117.mp4,Neutral / Unspecified,141.0,30.0
mái nhà,1,W02118.mp4,Neutral / Unspecified,149.0,30.0
mái tóc,1,W02119.mp4,Neutral / Unspecified,125.0,30.0
mái vòm,1,W03859.mp4,Neutral / Unspecified,143.0,30.0
máy bơm,1,W02146.mp4,Neutral / Unspecified,130.0,30.0
máy chiếu,1,W02147.mp4,Neutral / Unspecified,109.0,30.0
máy khâu,1,W02149.mp4,Neutral / Unspecified,118.0,30.0
máy quay,1,W02150.mp4,Neutral / Unspecified,142.0,30.0
máy tính (laptop),1,W02151.mp4,Neutral / Unspecified,94.0,30.0
máy tính bỏ túi,1,W02152.mp4,Neutral / Unspecified,115.0,30.0
máy vi tính,1,W00732.mp4,Neutral / Unspecified,173.0,30.0
máy xúc,1,D0318.mp4,Neutral / Unspecified,99.0,30.0
máy ảnh,1,W02145.mp4,Neutral / Unspecified,122.0,30.0
mâm cơm,1,W02177.mp4,Neutral / Unspecified,155.0,30.0
mây,1,W02195.mp4,Neutral / Unspecified,121.0,30.0
mã vạch,1,W02109.mp4,Neutral / Unspecified,115.0,30.0
mèo cào,1,D0230.mp4,Neutral / Unspecified,94.0,30.0
mét (m),1,W02197.mp4,Neutral / Unspecified,93.0,30.0
mét khối (m3),1,W02198.mp4,Neutral / Unspecified,95.0,30.0
mét vuông (m2),1,W02199.mp4,Neutral / Unspecified,114.0,30.0
mê say (như: say mê),1,W02202.mp4,Neutral / Unspecified,131.0,30.0
mê tín,1,W02203.mp4,Neutral / Unspecified,140.0,30.0
mênh mông,1,W02205.mp4,Neutral / Unspecified,114.0,30.0
mía,1,D0399.mp4,Neutral / Unspecified,138.0,30.0
mít tinh,1,D0204.mp4,Neutral / Unspecified,229.0,30.0
móc áo,1,W02218.mp4,Neutral / Unspecified,118.0,30.0
móng chân,1,W02223.mp4,Neutral / Unspecified,110.0,30.0
móng tay,1,W02225.mp4,Neutral / Unspecified,121.0,30.0
móng vuốt,1,W02226.mp4,Neutral / Unspecified,138.0,30.0
mô hình,1,W02227.mp4,Neutral / Unspecified,130.0,30.0
mô tả,1,D0426.mp4,Neutral / Unspecified,125.0,30.0
môi,1,W02235.mp4,Neutral / Unspecified,120.0,30.0
môi trường,1,W02236.mp4,Neutral / Unspecified,116.0,30.0
môn giáo dục công dân,1,W02240N.mp4,N (Miền Nam / South),94.0,30.0
môn giáo dục thể chất,1,W02241.mp4,Neutral / Unspecified,120.0,30.0
môn khoa học,1,W02242.mp4,Neutral / Unspecified,105.0,30.0
môn mĩ thuật,1,W02245.mp4,Neutral / Unspecified,130.0,30.0
môn ngoại ngữ,1,W02246.mp4,Neutral / Unspecified,121.0,30.0
môn sinh học,1,W02247.mp4,Neutral / Unspecified,134.0,30.0
môn tin học và công nghệ,1,W02249.mp4,Neutral / Unspecified,111.0,30.0
môn tiếng việt,1,W02248.mp4,Neutral / Unspecified,123.0,30.0
môn toán,1,W02250.mp4,Neutral / Unspecified,117.0,30.0
môn tự nhiên và xã hội,1,W02251.mp4,Neutral / Unspecified,136.0,30.0
môn âm nhạc,1,W02238.mp4,Neutral / Unspecified,137.0,30.0
mõm,1,W02220.mp4,Neutral / Unspecified,114.0,30.0
mù chữ,1,D0038.mp4,Neutral / Unspecified,144.0,30.0
mùa thu,1,W02271.mp4,Neutral / Unspecified,127.0,30.0
mùa đông,1,W02269.mp4,Neutral / Unspecified,114.0,30.0
múa,1,W02276.mp4,Neutral / Unspecified,132.0,30.0
múa lân,1,W02277.mp4,Neutral / Unspecified,99.0,30.0
múa rối,1,W02273.mp4,Neutral / Unspecified,112.0,30.0
múa sạp,1,W02278.mp4,Neutral / Unspecified,138.0,30.0
măng,1,W02162.mp4,Neutral / Unspecified,120.0,30.0
mĩ thuật,1,W02209.mp4,Neutral / Unspecified,103.0,30.0
mũ,1,W02275.mp4,Neutral / Unspecified,90.0,30.0
mũ lưỡi trai,1,W02265.mp4,Neutral / Unspecified,111.0,30.0
mũi tên,1,D0219.mp4,Neutral / Unspecified,129.0,30.0
mũm mĩm,1,D0427.mp4,Neutral / Unspecified,125.0,30.0
mơ ngủ,1,W02255.mp4,Neutral / Unspecified,100.0,30.0
mơ ước,1,W02256.mp4,Neutral / Unspecified,80.0,30.0
mưa phùn,1,W02282.mp4,Neutral / Unspecified,111.0,30.0
mạch lạc,1,W02112.mp4,Neutral / Unspecified,152.0,30.0
mạch máu,1,W02113.mp4,Neutral / Unspecified,146.0,30.0
mạng lưới,1,W02125.mp4,Neutral / Unspecified,157.0,30.0
mạnh bạo (giống: mạnh dạn),1,W02129.mp4,Neutral / Unspecified,126.0,30.0
mạnh mẽ,1,W02131.mp4,Neutral / Unspecified,113.0,30.0
mất (chết) (chỉ người),1,D0252.mp4,Neutral / Unspecified,112.0,30.0
mất ngủ,1,W02182.mp4,Neutral / Unspecified,102.0,30.0
mất trí,1,W02183.mp4,Neutral / Unspecified,119.0,30.0
mấy giờ?,1,W02196.mp4,Neutral / Unspecified,127.0,30.0
mầm cây,1,W02180.mp4,Neutral / Unspecified,100.0,30.0
mầm non,1,W02181.mp4,Neutral / Unspecified,111.0,30.0
mẫu số,1,W02191.mp4,Neutral / Unspecified,135.0,30.0
mẫu số bé,1,W02192.mp4,Neutral / Unspecified,68.0,30.0
mẫu số chung,1,W02193.mp4,Neutral / Unspecified,153.0,30.0
mẫu số lớn,1,W02194.mp4,Neutral / Unspecified,120.0,30.0
đứng đầu (hàng đầu),1,D0028.mp4,Neutral / Unspecified,98.0,30.0
mật ong,1,W02189.mp4,Neutral / Unspecified,115.0,30.0
mắc áo,1,W02155.mp4,Neutral / Unspecified,91.0,30.0
mắm,1,W02161.mp4,Neutral / Unspecified,110.0,30.0
40,1,D0544.mp4,Neutral / Unspecified,76.0,30.0
mặc,1,W02156.mp4,Neutral / Unspecified,100.0,30.0
mặc kệ,1,W02159.mp4,Neutral / Unspecified,114.0,30.0
mặc quần áo,1,W02160.mp4,Neutral / Unspecified,109.0,30.0
mặt,1,W02166.mp4,Neutral / Unspecified,130.0,30.0
mặt dài,1,W02175.mp4,Neutral / Unspecified,106.0,30.0
mặt nạ,1,W02173.mp4,Neutral / Unspecified,107.0,30.0
mặt trời lặn,1,W02222.mp4,Neutral / Unspecified,126.0,30.0
mặt trời mọc,1,W02219.mp4,Neutral / Unspecified,98.0,30.0
mặt vuông,1,W02172.mp4,Neutral / Unspecified,95.0,30.0
mặt đất,1,W02171.mp4,Neutral / Unspecified,121.0,30.0
mềm mại,1,W02204.mp4,Neutral / Unspecified,129.0,30.0
mệt không?,1,D0370.mp4,Neutral / Unspecified,72.0,30.0
mệt mỏi,1,D0369.mp4,Neutral / Unspecified,183.0,30.0
mọc ria mép,1,D0283.mp4,Neutral / Unspecified,76.0,30.0
mọc râu,1,D0282.mp4,Neutral / Unspecified,101.0,30.0
mọc tóc,1,D0281.mp4,Neutral / Unspecified,79.0,30.0
mồ côi,1,W02229.mp4,Neutral / Unspecified,97.0,30.0
mồ côi cha mẹ,1,W02230.mp4,Neutral / Unspecified,97.0,30.0
mồ hôi,1,W02231.mp4,Neutral / Unspecified,130.0,30.0
mồ hôi nhễ nhại,1,D0197.mp4,Neutral / Unspecified,161.0,30.0
mỗi,1,W02237.mp4,Neutral / Unspecified,102.0,30.0
0 (số không),1,D0529.mp4,Neutral / Unspecified,81.0,30.0
mộc nhĩ,1,W02234.mp4,Neutral / Unspecified,113.0,30.0
một cặp,1,W02252.mp4,Neutral / Unspecified,94.0,30.0
một là,1,D0146.mp4,Neutral / Unspecified,115.0,30.0
một mình,1,W02254.mp4,Neutral / Unspecified,99.0,30.0
đựng,1,W01328.mp4,Neutral / Unspecified,121.0,30.0
một tiết học,1,D0409.mp4,Neutral / Unspecified,122.0,30.0
một ít/ một chút,1,D0184.mp4,Neutral / Unspecified,244.0,30.0
một đôi,1,W02253.mp4,Neutral / Unspecified,94.0,30.0
mớ rau,1,W02262.mp4,Neutral / Unspecified,129.0,30.0
ơ,1,D0508N.mp4,N (Miền Nam / South),89.0,24.0
mời,1,W02263.mp4,Neutral / Unspecified,123.0,30.0
mở,1,W02257.mp4,Neutral / Unspecified,110.0,30.0
mở cửa,1,W02258.mp4,Neutral / Unspecified,122.0,30.0
mở màn,1,W02260.mp4,Neutral / Unspecified,131.0,30.0
mở rộng,1,W02261.mp4,Neutral / Unspecified,121.0,30.0
mở đầu,1,W02259.mp4,Neutral / Unspecified,108.0,30.0
mục lục,1,W02279.mp4,Neutral / Unspecified,102.0,30.0
mục tiêu,1,D0422.mp4,Neutral / Unspecified,135.0,30.0
mục đích,1,W03355.mp4,Neutral / Unspecified,92.0,30.0
mứt,1,W02283.mp4,Neutral / Unspecified,102.0,30.0
ư,1,D0515N.mp4,N (Miền Nam / South),118.0,24.0
mỳ vằn thắn,1,D0081B.mp4,B (Miền Bắc / North),118.0,30.0
ưu điểm,1,W03757.mp4,Neutral / Unspecified,148.0,30.0
n,1,D0505.mp4,Neutral / Unspecified,76.0,24.0
nam bán cầu,1,W02284.mp4,Neutral / Unspecified,106.0,30.0
nam định,1,W02285.mp4,Neutral / Unspecified,97.0,30.0
nghe,1,W02353.mp4,Neutral / Unspecified,132.0,30.0
ả rập (nước ả rập),1,D0008.mp4,Neutral / Unspecified,99.0,30.0
ảo thuật,1,W00027.mp4,Neutral / Unspecified,109.0,30.0
nghiêm túc,1,W02374.mp4,Neutral / Unspecified,141.0,30.0
nghiên cứu,1,W02367.mp4,Neutral / Unspecified,123.0,30.0
nghiến răng,1,W02375.mp4,Neutral / Unspecified,153.0,30.0
ấm no,1,W00053.mp4,Neutral / Unspecified,159.0,30.0
nghênh nghênh (đầu),1,D0459.mp4,Neutral / Unspecified,129.0,30.0
nghĩ,1,W02368.mp4,Neutral / Unspecified,125.0,30.0
nghĩa bóng,1,W02370.mp4,Neutral / Unspecified,125.0,30.0
nghĩa trang,1,W02371.mp4,Neutral / Unspecified,107.0,30.0
nghĩa đen,1,W02366.mp4,Neutral / Unspecified,114.0,30.0
nghẹn ngào,1,W02355.mp4,Neutral / Unspecified,153.0,30.0
nghệ sĩ,1,W02356.mp4,Neutral / Unspecified,103.0,30.0
ấm trà,1,W00055.mp4,Neutral / Unspecified,135.0,30.0
ấm áp,1,W00051.mp4,Neutral / Unspecified,98.0,30.0
nghỉ hưu,1,W02362.mp4,Neutral / Unspecified,133.0,30.0
ấm đun nước,1,W00052.mp4,Neutral / Unspecified,175.0,30.0
nghỉ mát,1,W02363.mp4,Neutral / Unspecified,135.0,30.0
nghỉ ngơi,1,W02364.mp4,Neutral / Unspecified,136.0,30.0
nghị lực,1,W02369.mp4,Neutral / Unspecified,109.0,30.0
ngoan ngoãn,1,W02381.mp4,Neutral / Unspecified,148.0,30.0
ngon giấc,1,W02388.mp4,Neutral / Unspecified,158.0,30.0
ngon miệng,1,W02390.mp4,Neutral / Unspecified,110.0,30.0
ngoại hình,1,W02378.mp4,Neutral / Unspecified,119.0,30.0
ngoắc tay,1,W02382.mp4,Neutral / Unspecified,125.0,30.0
ngoằn ngoèo,1,W02385.mp4,Neutral / Unspecified,148.0,30.0
ngoặc kép,1,W02384.mp4,Neutral / Unspecified,137.0,30.0
ngoặc đơn,1,W02383.mp4,Neutral / Unspecified,129.0,30.0
ấn,1,W00059.mp4,Neutral / Unspecified,135.0,30.0
nguyên nhân,1,W02407B.mp4,B (Miền Bắc / North),101.0,30.0
nguyện vọng,1,W02418.mp4,Neutral / Unspecified,143.0,30.0
nguệch ngoạc,1,W02403.mp4,Neutral / Unspecified,105.0,30.0
nguồn gốc,1,W02404.mp4,Neutral / Unspecified,101.0,30.0
nguội,1,D0383.mp4,Neutral / Unspecified,142.0,30.0
ngà voi,1,W02324.mp4,Neutral / Unspecified,114.0,30.0
ngành nghề,1,W02333.mp4,Neutral / Unspecified,125.0,30.0
ấn tượng,1,W00061.mp4,Neutral / Unspecified,144.0,30.0
ầm ĩ,1,W00048.mp4,Neutral / Unspecified,102.0,30.0
ẩm mốc,1,W00049.mp4,Neutral / Unspecified,154.0,30.0
5,1,D0534.mp4,Neutral / Unspecified,112.0,30.0
5 > 3 (toán học),1,D0180.mp4,Neutral / Unspecified,136.0,30.0
7,1,D0536.mp4,Neutral / Unspecified,105.0,30.0
ngày khai trường,1,W02327B.mp4,B (Miền Bắc / North),144.0,30.0
7up,1,D0408.mp4,Neutral / Unspecified,112.0,30.0
8,1,D0537.mp4,Neutral / Unspecified,121.0,30.0
80,1,D0545.mp4,Neutral / Unspecified,129.0,30.0
9,1,D0538.mp4,Neutral / Unspecified,113.0,30.0
90,1,D0546N.mp4,N (Miền Nam / South),81.0,24.0
a,1,D0489.mp4,Neutral / Unspecified,93.0,24.0
ai bảo,1,W04071.mp4,Neutral / Unspecified,99.0,24.0
ai cho,1,D0032.mp4,Neutral / Unspecified,114.0,30.0
albania (nước albania),1,D0012.mp4,Neutral / Unspecified,145.0,30.0
an giang,1,W00006.mp4,Neutral / Unspecified,123.0,30.0
an ninh,1,W00007.mp4,Neutral / Unspecified,151.0,30.0
anh chị,1,W00010B.mp4,B (Miền Bắc / North),165.0,30.0
anh chị em,1,W00011.mp4,Neutral / Unspecified,127.0,30.0
ngày xưa,1,W02339.mp4,Neutral / Unspecified,114.0,30.0
ngày đêm,1,W02334.mp4,Neutral / Unspecified,114.0,30.0
ngán,1,D0384.mp4,Neutral / Unspecified,165.0,30.0
ngâm hạt,1,W02346.mp4,Neutral / Unspecified,116.0,30.0
ngân hàng,1,W02348.mp4,Neutral / Unspecified,124.0,30.0
ngây thơ,1,W02352.mp4,Neutral / Unspecified,165.0,30.0
ngã,1,W02330.mp4,Neutral / Unspecified,88.0,30.0
ngã ba,1,W02325.mp4,Neutral / Unspecified,217.0,30.0
ngói,1,W02387.mp4,Neutral / Unspecified,139.0,30.0
ngón chân,1,W02392.mp4,Neutral / Unspecified,109.0,30.0
ngón tay,1,W02393.mp4,Neutral / Unspecified,120.0,30.0
anh hùng,1,W00015.mp4,Neutral / Unspecified,102.0,30.0
ngôn ngữ,1,W02401.mp4,Neutral / Unspecified,109.0,30.0
ngôn ngữ kí hiệu,1,W04073.mp4,Neutral / Unspecified,110.0,30.0
ngõ,1,W02391.mp4,Neutral / Unspecified,132.0,30.0
ngăn chặn,1,W02342.mp4,Neutral / Unspecified,213.0,30.0
ngăn cản,1,W02340.mp4,Neutral / Unspecified,194.0,30.0
anh vợ,1,W00020.mp4,Neutral / Unspecified,135.0,30.0
ngước nhìn,1,W02422.mp4,Neutral / Unspecified,151.0,30.0
người bán hàng,1,W02426.mp4,Neutral / Unspecified,145.0,30.0
người gửi,1,W02428.mp4,Neutral / Unspecified,129.0,30.0
ao chuôm,1,W00026.mp4,Neutral / Unspecified,139.0,30.0
người lạ,1,W02431.mp4,Neutral / Unspecified,110.0,30.0
người máy,1,W02432.mp4,Neutral / Unspecified,109.0,30.0
người nhận,1,W02433.mp4,Neutral / Unspecified,120.0,30.0
người nước ngoài,1,D0013.mp4,Neutral / Unspecified,114.0,30.0
b,1,D0492.mp4,Neutral / Unspecified,93.0,24.0
ba chân bốn cẳng,1,W00065.mp4,Neutral / Unspecified,149.0,30.0
ba là,1,D0148.mp4,Neutral / Unspecified,93.0,30.0
ban giám hiệu,1,W00087.mp4,Neutral / Unspecified,147.0,30.0
ngưỡng mộ,1,W02440.mp4,Neutral / Unspecified,117.0,30.0
ngược lại,1,W02424.mp4,Neutral / Unspecified,139.0,30.0
ngược đãi,1,W02423.mp4,Neutral / Unspecified,107.0,30.0
ngạc nhiên,1,W02332.mp4,Neutral / Unspecified,87.0,30.0
ngẩng đầu,1,W02349.mp4,Neutral / Unspecified,113.0,30.0
ngập lụt,1,W02350.mp4,Neutral / Unspecified,125.0,30.0
ngập ngừng,1,D0201.mp4,Neutral / Unspecified,158.0,30.0
ngắn,1,W02343.mp4,Neutral / Unspecified,112.0,30.0
ngắn nhất,1,W02344.mp4,Neutral / Unspecified,103.0,30.0
ban ngày,1,W00089.mp4,Neutral / Unspecified,93.0,24.0
bao la,1,W00146.mp4,Neutral / Unspecified,197.0,30.0
bao nhiêu?,1,W00147.mp4,Neutral / Unspecified,134.0,30.0
ngộ nghĩnh,1,W02399.mp4,Neutral / Unspecified,170.0,30.0
ngộ độc,1,W02398.mp4,Neutral / Unspecified,107.0,30.0
ngừng lại,1,D0179.mp4,Neutral / Unspecified,152.0,30.0
bao tay (dùng cho trẻ sơ sinh),1,W00150.mp4,Neutral / Unspecified,144.0,30.0
ngữ điệu,1,W02421.mp4,Neutral / Unspecified,97.0,30.0
nhanh nhẹn,1,W02462.mp4,Neutral / Unspecified,102.0,30.0
nhi đồng,1,W02495.mp4,Neutral / Unspecified,72.0,30.0
nhiều hơn,1,W02498.mp4,Neutral / Unspecified,100.0,30.0
nhiều vô cùng,1,W03865.mp4,Neutral / Unspecified,114.0,30.0
bay,1,W00174.mp4,Neutral / Unspecified,136.0,30.0
nhiệt độ,1,W01298.mp4,Neutral / Unspecified,95.0,24.0
nhu cầu,1,W02508.mp4,Neutral / Unspecified,122.0,30.0
nhà bác học,1,W02441.mp4,Neutral / Unspecified,131.0,30.0
nhà cửa,1,W02443.mp4,Neutral / Unspecified,113.0,30.0
nhà kho,1,D0379.mp4,Neutral / Unspecified,121.0,30.0
bay liệng (bay lượn),1,W00176.mp4,Neutral / Unspecified,151.0,30.0
nhà rông,1,D0313.mp4,Neutral / Unspecified,112.0,30.0
nhà sàn,1,W02447.mp4,Neutral / Unspecified,121.0,30.0
nhà thơ,1,W02449.mp4,Neutral / Unspecified,114.0,30.0
nhà thờ,1,W02450.mp4,Neutral / Unspecified,151.0,30.0
nhà thờ đức bà,1,W02451.mp4,Neutral / Unspecified,131.0,30.0
nhà toán học,1,W02453.mp4,Neutral / Unspecified,128.0,30.0
bay nhanh (máy bay),1,D0177.mp4,Neutral / Unspecified,102.0,30.0
nhà tù,1,W02456.mp4,Neutral / Unspecified,112.0,30.0
nhà tầng,1,W02448.mp4,Neutral / Unspecified,123.0,30.0
biến đổi,1,W00262N.mp4,N (Miền Nam / South),155.0,30.0
nhà vệ sinh,1,D0485.mp4,Neutral / Unspecified,119.0,30.0
nhào lộn,1,W02463.mp4,Neutral / Unspecified,126.0,30.0
nhát gan,1,W02464.mp4,Neutral / Unspecified,95.0,30.0
nháy mắt,1,W02468.mp4,Neutral / Unspecified,90.0,30.0
biển hiệu,1,W00261.mp4,Neutral / Unspecified,153.0,30.0
nhân chứng,1,W02477.mp4,Neutral / Unspecified,153.0,30.0
nhân cách hoá,1,W02476.mp4,Neutral / Unspecified,122.0,30.0
nhân dân,1,W02478.mp4,Neutral / Unspecified,122.0,30.0
biển đông,1,W00260.mp4,Neutral / Unspecified,125.0,30.0
nhân viên,1,D0004.mp4,Neutral / Unspecified,125.0,30.0
nhân vật,1,W02481.mp4,Neutral / Unspecified,109.0,30.0
biểu thị,1,W00270.mp4,Neutral / Unspecified,141.0,30.0
nhìn,1,W02499.mp4,Neutral / Unspecified,168.0,30.0
nhóm,1,W02503.mp4,Neutral / Unspecified,117.0,30.0
nhõng nhẽo,1,D0265.mp4,Neutral / Unspecified,99.0,30.0
nhút nhát,1,D0453.mp4,Neutral / Unspecified,144.0,30.0
nhăn mặt,1,W02471.mp4,Neutral / Unspecified,152.0,30.0
như hình với bóng,1,W02513.mp4,Neutral / Unspecified,124.0,30.0
biểu thức,1,W00271.mp4,Neutral / Unspecified,119.0,30.0
nhường nhịn,1,W02515.mp4,Neutral / Unspecified,135.0,30.0
nhược điểm,1,W02514.mp4,Neutral / Unspecified,126.0,30.0
nhạy cảm,1,W02469.mp4,Neutral / Unspecified,129.0,30.0
nhảy bao bố,1,D0292.mp4,Neutral / Unspecified,133.0,30.0
nhảy cao,1,W02465.mp4,Neutral / Unspecified,122.0,30.0
nhảy dù,1,W02466.mp4,Neutral / Unspecified,168.0,30.0
nhảy lò cò,1,D0293.mp4,Neutral / Unspecified,123.0,30.0
nhảy múa,1,W02467.mp4,Neutral / Unspecified,128.0,30.0
nhấn mạnh,1,D0092.mp4,Neutral / Unspecified,106.0,30.0
nhấp nháy,1,W02488.mp4,Neutral / Unspecified,135.0,30.0
biểu đồ,1,W00265.mp4,Neutral / Unspecified,162.0,30.0
nhận,1,W02485.mp4,Neutral / Unspecified,85.0,30.0
nhận hàng,1,W02483.mp4,Neutral / Unspecified,135.0,30.0
nhận thức,1,W02486.mp4,Neutral / Unspecified,94.0,30.0
nhận xét,1,W02487.mp4,Neutral / Unspecified,129.0,30.0
nhập khẩu,1,D0014.mp4,Neutral / Unspecified,137.0,30.0
biểu đồ cột,1,W00266.mp4,Neutral / Unspecified,141.0,30.0
biểu đồ hình quạt,1,W00267.mp4,Neutral / Unspecified,141.0,30.0
biện pháp,1,W00263.mp4,Neutral / Unspecified,162.0,30.0
nhắc nhở,1,W02470.mp4,Neutral / Unspecified,106.0,30.0
nhắm mắt,1,D0433.mp4,Neutral / Unspecified,122.0,30.0
nhặt rau,1,W02472.mp4,Neutral / Unspecified,114.0,30.0
nhẹ hơn,1,W02493.mp4,Neutral / Unspecified,123.0,30.0
nhẹ nhàng,1,W02494.mp4,Neutral / Unspecified,137.0,30.0
nhọn,1,W02504.mp4,Neutral / Unspecified,153.0,30.0
nhọn hoắt,1,W02505.mp4,Neutral / Unspecified,66.0,30.0
nhỏ hơn,1,W02501.mp4,Neutral / Unspecified,133.0,30.0
nhỏ tuổi,1,W02502.mp4,Neutral / Unspecified,117.0,30.0
nhỏ/ nhỏ bé,1,W02500.mp4,Neutral / Unspecified,123.0,30.0
nhổ củ cải,1,W02506.mp4,Neutral / Unspecified,130.0,30.0
nhổ lông mày,1,D0275.mp4,Neutral / Unspecified,108.0,30.0
nhổ râu,1,D0274.mp4,Neutral / Unspecified,84.0,30.0
nhổ răng,1,D0277.mp4,Neutral / Unspecified,101.0,30.0
nhổ tóc,1,D0273.mp4,Neutral / Unspecified,133.0,30.0
nhộn nhịp (đông người),1,D0301.mp4,Neutral / Unspecified,138.0,30.0
nhụy hoa,1,W02512.mp4,Neutral / Unspecified,94.0,30.0
ninh bình,1,W02518.mp4,Neutral / Unspecified,111.0,30.0
ninh thuận,1,W02519.mp4,Neutral / Unspecified,105.0,30.0
niềm vui,1,W02517.mp4,Neutral / Unspecified,114.0,30.0
bom nguyên tử,1,W00303.mp4,Neutral / Unspecified,158.0,30.0
náo nức,1,W02291.mp4,Neutral / Unspecified,83.0,30.0
"náo động, náo nhiệt",1,W02290.mp4,Neutral / Unspecified,120.0,30.0
nén,1,W02305.mp4,Neutral / Unspecified,113.0,30.0
nét mặt,1,W02311.mp4,Neutral / Unspecified,130.0,30.0
bom đạn,1,W00302.mp4,Neutral / Unspecified,152.0,30.0
nóc nhà,1,W02522.mp4,Neutral / Unspecified,124.0,30.0
nói chuyện,1,W02523.mp4,Neutral / Unspecified,135.0,30.0
nói dối,1,W02524.mp4,Neutral / Unspecified,135.0,30.0
nói leo,1,W02526.mp4,Neutral / Unspecified,110.0,30.0
nói ngập ngừng,1,D0202.mp4,Neutral / Unspecified,147.0,30.0
nón,1,W02527.mp4,Neutral / Unspecified,112.0,30.0
nóng tính,1,D0125.mp4,Neutral / Unspecified,126.0,30.0
nô lệ,1,W02528.mp4,Neutral / Unspecified,142.0,30.0
nông nghiệp,1,W02544.mp4,Neutral / Unspecified,127.0,30.0
nông thôn,1,W02546.mp4,Neutral / Unspecified,128.0,30.0
núi cao,1,D0193.mp4,Neutral / Unspecified,161.0,30.0
núi lửa,1,W02551.mp4,Neutral / Unspecified,141.0,30.0
núi thấp,1,D0194.mp4,Neutral / Unspecified,108.0,30.0
năm là,1,D0150.mp4,Neutral / Unspecified,110.0,30.0
năm ngoái,1,W02294.mp4,Neutral / Unspecified,113.0,30.0
năm tới,1,D0349.mp4,Neutral / Unspecified,111.0,30.0
năn nỉ,1,D0261.mp4,Neutral / Unspecified,122.0,30.0
năng khiếu,1,W02297.mp4,Neutral / Unspecified,122.0,30.0
năng lực,1,W02298.mp4,Neutral / Unspecified,110.0,30.0
nơ,1,W02549.mp4,Neutral / Unspecified,147.0,30.0
nơi chốn,1,W02550.mp4,Neutral / Unspecified,139.0,30.0
nước mắm,1,D0457.mp4,Neutral / Unspecified,114.0,30.0
nước mắt,1,W02554.mp4,Neutral / Unspecified,156.0,30.0
nước tương (xì dầu),1,W03728.mp4,Neutral / Unspecified,118.0,30.0
nước tới chân mới nhảy,1,W00648.mp4,Neutral / Unspecified,248.0,30.0
boong tàu,1,W00312.mp4,Neutral / Unspecified,159.0,30.0
"nước ép (cam, cà chua,..)",1,D0395.mp4,Neutral / Unspecified,102.0,30.0
bun-ga-ri (nước bun-ga-ri),1,W00360.mp4,Neutral / Unspecified,144.0,30.0
